;PolBez;Altersgr;GebLand;Geschl;GeimpftGenesen;Anz
29299;BEZIMST-603;ALT10IMST-3;INLAND;m;3;538
29300;BEZIMST-603;ALT10IMST-3;INLAND;m;2;691
29301;BEZIMST-603;ALT10IMST-3;INLAND;m;0;494
29302;BEZIMST-603;ALT10IMST-3;INLAND;f;1;864
29303;BEZIMST-603;ALT10IMST-3;INLAND;f;3;661
29304;BEZIMST-603;ALT10IMST-3;INLAND;f;2;660
29305;BEZIMST-603;ALT10IMST-3;INLAND;f;0;310
29306;BEZIMST-603;ALT10IMST-3;AUSLAND;m;1;50
29307;BEZIMST-603;ALT10IMST-3;AUSLAND;m;3;17
29308;BEZIMST-603;ALT10IMST-3;AUSLAND;m;2;25
29309;BEZIMST-603;ALT10IMST-3;AUSLAND;m;0;49
29310;BEZIMST-603;ALT10IMST-3;AUSLAND;f;1;45
29311;BEZIMST-603;ALT10IMST-3;AUSLAND;f;3;16
29312;BEZIMST-603;ALT10IMST-3;AUSLAND;f;2;30
29313;BEZIMST-603;ALT10IMST-3;AUSLAND;f;0;29
29314;BEZIMST-603;ALT10IMST-4;INLAND;m;1;1149
29315;BEZIMST-603;ALT10IMST-4;INLAND;m;3;517
29316;BEZIMST-603;ALT10IMST-4;INLAND;m;2;763
29317;BEZIMST-603;ALT10IMST-4;INLAND;m;0;675
29318;BEZIMST-603;ALT10IMST-4;INLAND;f;1;906
29319;BEZIMST-603;ALT10IMST-4;INLAND;f;3;621
29320;BEZIMST-603;ALT10IMST-4;INLAND;f;2;821
29321;BEZIMST-603;ALT10IMST-4;INLAND;f;0;496
29322;BEZIMST-603;ALT10IMST-4;AUSLAND;m;1;74
29323;BEZIMST-603;ALT10IMST-4;AUSLAND;m;3;28
29324;BEZIMST-603;ALT10IMST-4;AUSLAND;m;2;54
29325;BEZIMST-603;ALT10IMST-4;AUSLAND;m;0;61
29326;BEZIMST-603;ALT10IMST-4;AUSLAND;f;1;100
29327;BEZIMST-603;ALT10IMST-4;AUSLAND;f;3;43
29328;BEZIMST-603;ALT10IMST-4;AUSLAND;f;2;46
29329;BEZIMST-603;ALT10IMST-4;AUSLAND;f;0;66
29330;BEZIMST-603;ALT10IMST-5;INLAND;m;1;1300
29331;BEZIMST-603;ALT10IMST-5;INLAND;m;3;666
29332;BEZIMST-603;ALT10IMST-5;INLAND;m;2;749
29333;BEZIMST-603;ALT10IMST-5;INLAND;m;0;646
29334;BEZIMST-603;ALT10IMST-5;INLAND;f;1;1141
29335;BEZIMST-603;ALT10IMST-5;INLAND;f;3;851
29336;BEZIMST-603;ALT10IMST-5;INLAND;f;2;825
29337;BEZIMST-603;ALT10IMST-5;INLAND;f;0;470
29338;BEZIMST-603;ALT10IMST-5;AUSLAND;m;1;142
29339;BEZIMST-603;ALT10IMST-5;AUSLAND;m;3;56
29340;BEZIMST-603;ALT10IMST-5;AUSLAND;m;2;57
29341;BEZIMST-603;ALT10IMST-5;AUSLAND;m;0;103
29342;BEZIMST-603;ALT10IMST-5;AUSLAND;f;1;165
29343;BEZIMST-603;ALT10IMST-5;AUSLAND;f;3;78
29344;BEZIMST-603;ALT10IMST-5;AUSLAND;f;2;92
29345;BEZIMST-603;ALT10IMST-5;AUSLAND;f;0;95
29346;BEZIMST-603;ALT10IMST-6;INLAND;m;1;2138
29347;BEZIMST-603;ALT10IMST-6;INLAND;m;3;787
29348;BEZIMST-603;ALT10IMST-6;INLAND;m;2;671
29349;BEZIMST-603;ALT10IMST-6;INLAND;m;0;652
29350;BEZIMST-603;ALT10IMST-6;INLAND;f;1;1930
29351;BEZIMST-603;ALT10IMST-6;INLAND;f;3;891
29352;BEZIMST-603;ALT10IMST-6;INLAND;f;2;656
29353;BEZIMST-603;ALT10IMST-6;INLAND;f;0;567
29354;BEZIMST-603;ALT10IMST-6;AUSLAND;m;1;153
29355;BEZIMST-603;ALT10IMST-6;AUSLAND;m;3;47
29356;BEZIMST-603;ALT10IMST-6;AUSLAND;m;2;51
29357;BEZIMST-603;ALT10IMST-6;AUSLAND;m;0;88
29358;BEZIMST-603;ALT10IMST-6;AUSLAND;f;1;198
29359;BEZIMST-603;ALT10IMST-6;AUSLAND;f;3;79
29360;BEZIMST-603;ALT10IMST-6;AUSLAND;f;2;67
29361;BEZIMST-603;ALT10IMST-6;AUSLAND;f;0;96
29362;BEZIMST-603;ALT10IMST-7;INLAND;m;1;2936
29363;BEZIMST-603;ALT10IMST-7;INLAND;m;3;762
29364;BEZIMST-603;ALT10IMST-7;INLAND;m;2;485
29365;BEZIMST-603;ALT10IMST-7;INLAND;m;0;707
29366;BEZIMST-603;ALT10IMST-7;INLAND;f;1;2892
29367;BEZIMST-603;ALT10IMST-7;INLAND;f;3;822
29368;BEZIMST-603;ALT10IMST-7;INLAND;f;2;524
29369;BEZIMST-603;ALT10IMST-7;INLAND;f;0;660
29370;BEZIMST-603;ALT10IMST-7;AUSLAND;m;1;147
29371;BEZIMST-603;ALT10IMST-7;AUSLAND;m;3;30
29372;BEZIMST-603;ALT10IMST-7;AUSLAND;m;2;22
29373;BEZIMST-603;ALT10IMST-7;AUSLAND;m;0;64
29374;BEZIMST-603;ALT10IMST-7;AUSLAND;f;1;148
29375;BEZIMST-603;ALT10IMST-7;AUSLAND;f;3;37
29376;BEZIMST-603;ALT10IMST-7;AUSLAND;f;2;27
29377;BEZIMST-603;ALT10IMST-7;AUSLAND;f;0;51
29378;BEZIMST-603;ALT10IMST-8;INLAND;m;1;2380
29379;BEZIMST-603;ALT10IMST-8;INLAND;m;3;475
29380;BEZIMST-603;ALT10IMST-8;INLAND;m;2;160
29381;BEZIMST-603;ALT10IMST-8;INLAND;m;0;368
29382;BEZIMST-603;ALT10IMST-8;INLAND;f;1;2530
29383;BEZIMST-603;ALT10IMST-8;INLAND;f;3;448
29384;BEZIMST-603;ALT10IMST-8;INLAND;f;2;168
29385;BEZIMST-603;ALT10IMST-8;INLAND;f;0;388
29386;BEZIMST-603;ALT10IMST-8;AUSLAND;m;1;84
29387;BEZIMST-603;ALT10IMST-8;AUSLAND;m;3;13
29388;BEZIMST-603;ALT10IMST-8;AUSLAND;m;2;6
29389;BEZIMST-603;ALT10IMST-8;AUSLAND;m;0;17
29390;BEZIMST-603;ALT10IMST-8;AUSLAND;f;1;116
29391;BEZIMST-603;ALT10IMST-8;AUSLAND;f;3;13
29392;BEZIMST-603;ALT10IMST-8;AUSLAND;f;2;9
29393;BEZIMST-603;ALT10IMST-8;AUSLAND;f;0;33
29394;BEZIMST-603;ALT10IMST-9;INLAND;m;1;1543
29395;BEZIMST-603;ALT10IMST-9;INLAND;m;3;240
29396;BEZIMST-603;ALT10IMST-9;INLAND;m;2;48
29397;BEZIMST-603;ALT10IMST-9;INLAND;m;0;147
29398;BEZIMST-603;ALT10IMST-9;INLAND;f;1;1865
29399;BEZIMST-603;ALT10IMST-9;INLAND;f;3;289
29400;BEZIMST-603;ALT10IMST-9;INLAND;f;2;72
29401;BEZIMST-603;ALT10IMST-9;INLAND;f;0;249
29402;BEZIMST-603;ALT10IMST-9;AUSLAND;m;1;86
29403;BEZIMST-603;ALT10IMST-9;AUSLAND;m;3;13
29404;BEZIMST-603;ALT10IMST-9;AUSLAND;m;2;4
29405;BEZIMST-603;ALT10IMST-9;AUSLAND;m;0;13
29406;BEZIMST-603;ALT10IMST-9;AUSLAND;f;1;135
29407;BEZIMST-603;ALT10IMST-9;AUSLAND;f;3;19
29408;BEZIMST-603;ALT10IMST-9;AUSLAND;f;2;8
29409;BEZIMST-603;ALT10IMST-9;AUSLAND;f;0;16
29410;BEZIMST-603;ALT10IMST-10;INLAND;m;1;441
29411;BEZIMST-603;ALT10IMST-10;INLAND;m;3;93
29412;BEZIMST-603;ALT10IMST-10;INLAND;m;2;7
29413;BEZIMST-603;ALT10IMST-10;INLAND;m;0;53
29414;BEZIMST-603;ALT10IMST-10;INLAND;f;1;866
29415;BEZIMST-603;ALT10IMST-10;INLAND;f;3;165
29416;BEZIMST-603;ALT10IMST-10;INLAND;f;2;49
29417;BEZIMST-603;ALT10IMST-10;INLAND;f;0;151
29418;BEZIMST-603;ALT10IMST-10;AUSLAND;m;1;32
29419;BEZIMST-603;ALT10IMST-10;AUSLAND;m;3;7
29420;BEZIMST-603;ALT10IMST-10;AUSLAND;m;0;2
29421;BEZIMST-603;ALT10IMST-10;AUSLAND;f;1;42
29422;BEZIMST-603;ALT10IMST-10;AUSLAND;f;3;8
29423;BEZIMST-603;ALT10IMST-10;AUSLAND;f;2;3
29424;BEZIMST-603;ALT10IMST-10;AUSLAND;f;0;6
29708;BEZIMST-606;ALT10IMST-1;INLAND;m;1;5
29709;BEZIMST-606;ALT10IMST-1;INLAND;m;2;556
29710;BEZIMST-606;ALT10IMST-1;INLAND;m;0;3066
29711;BEZIMST-606;ALT10IMST-1;INLAND;f;1;8
29712;BEZIMST-606;ALT10IMST-1;INLAND;f;3;1
29713;BEZIMST-606;ALT10IMST-1;INLAND;f;2;531
29714;BEZIMST-606;ALT10IMST-1;INLAND;f;0;2808
29715;BEZIMST-606;ALT10IMST-1;AUSLAND;m;2;4
29716;BEZIMST-606;ALT10IMST-1;AUSLAND;m;0;37
29717;BEZIMST-606;ALT10IMST-1;AUSLAND;f;2;2
29718;BEZIMST-606;ALT10IMST-1;AUSLAND;f;0;35
29719;BEZIMST-606;ALT10IMST-2;INLAND;m;1;1320
29720;BEZIMST-606;ALT10IMST-2;INLAND;m;3;941
29721;BEZIMST-606;ALT10IMST-2;INLAND;m;2;2910
29722;BEZIMST-606;ALT10IMST-2;INLAND;m;0;2622
29723;BEZIMST-606;ALT10IMST-2;INLAND;f;1;1290
29724;BEZIMST-606;ALT10IMST-2;INLAND;f;3;870
29725;BEZIMST-606;ALT10IMST-2;INLAND;f;2;2704
29726;BEZIMST-606;ALT10IMST-2;INLAND;f;0;2519
29727;BEZIMST-606;ALT10IMST-2;AUSLAND;m;1;53
29728;BEZIMST-606;ALT10IMST-2;AUSLAND;m;3;36
29729;BEZIMST-606;ALT10IMST-2;AUSLAND;m;2;164
29730;BEZIMST-606;ALT10IMST-2;AUSLAND;m;0;187
29731;BEZIMST-606;ALT10IMST-2;AUSLAND;f;1;45
29732;BEZIMST-606;ALT10IMST-2;AUSLAND;f;3;28
29733;BEZIMST-606;ALT10IMST-2;AUSLAND;f;2;150
29734;BEZIMST-606;ALT10IMST-2;AUSLAND;f;0;170
29735;BEZIMST-606;ALT10IMST-3;INLAND;m;1;2534
29736;BEZIMST-606;ALT10IMST-3;INLAND;m;3;1507
29737;BEZIMST-606;ALT10IMST-3;INLAND;m;2;1635
29738;BEZIMST-606;ALT10IMST-3;INLAND;m;0;1036
29739;BEZIMST-606;ALT10IMST-3;INLAND;f;1;2273
29740;BEZIMST-606;ALT10IMST-3;INLAND;f;3;1683
29741;BEZIMST-606;ALT10IMST-3;INLAND;f;2;1589
29742;BEZIMST-606;ALT10IMST-3;INLAND;f;0;761
29743;BEZIMST-606;ALT10IMST-3;AUSLAND;m;1;173
29744;BEZIMST-606;ALT10IMST-3;AUSLAND;m;3;87
29745;BEZIMST-606;ALT10IMST-3;AUSLAND;m;2;162
29746;BEZIMST-606;ALT10IMST-3;AUSLAND;m;0;192
29747;BEZIMST-606;ALT10IMST-3;AUSLAND;f;1;144
29748;BEZIMST-606;ALT10IMST-3;AUSLAND;f;3;68
29749;BEZIMST-606;ALT10IMST-3;AUSLAND;f;2;128
29750;BEZIMST-606;ALT10IMST-3;AUSLAND;f;0;166
29751;BEZIMST-606;ALT10IMST-4;INLAND;m;1;2964
29752;BEZIMST-606;ALT10IMST-4;INLAND;m;3;1595
29753;BEZIMST-606;ALT10IMST-4;INLAND;m;2;1482
29754;BEZIMST-606;ALT10IMST-4;INLAND;m;0;1330
29755;BEZIMST-606;ALT10IMST-4;INLAND;f;1;2719
29756;BEZIMST-606;ALT10IMST-4;INLAND;f;3;1779
29757;BEZIMST-606;ALT10IMST-4;INLAND;f;2;1668
29758;BEZIMST-606;ALT10IMST-4;INLAND;f;0;1000
29759;BEZIMST-606;ALT10IMST-4;AUSLAND;m;1;374
29760;BEZIMST-606;ALT10IMST-4;AUSLAND;m;3;116
29761;BEZIMST-606;ALT10IMST-4;AUSLAND;m;2;332
29762;BEZIMST-606;ALT10IMST-4;AUSLAND;m;0;545
29763;BEZIMST-606;ALT10IMST-4;AUSLAND;f;1;405
29764;BEZIMST-606;ALT10IMST-4;AUSLAND;f;3;175
29765;BEZIMST-606;ALT10IMST-4;AUSLAND;f;2;412
29766;BEZIMST-606;ALT10IMST-4;AUSLAND;f;0;478
29767;BEZIMST-606;ALT10IMST-5;INLAND;m;1;3928
29768;BEZIMST-606;ALT10IMST-5;INLAND;m;3;2239
29769;BEZIMST-606;ALT10IMST-5;INLAND;m;2;1482
29770;BEZIMST-606;ALT10IMST-5;INLAND;m;0;1272
29771;BEZIMST-606;ALT10IMST-5;INLAND;f;1;3592
29772;BEZIMST-606;ALT10IMST-5;INLAND;f;3;2630
29773;BEZIMST-606;ALT10IMST-5;INLAND;f;2;1697
29774;BEZIMST-606;ALT10IMST-5;INLAND;f;0;1067
29775;BEZIMST-606;ALT10IMST-5;AUSLAND;m;1;664
29776;BEZIMST-606;ALT10IMST-5;AUSLAND;m;3;242
29777;BEZIMST-606;ALT10IMST-5;AUSLAND;m;2;452
29778;BEZIMST-606;ALT10IMST-5;AUSLAND;m;0;600
29779;BEZIMST-606;ALT10IMST-5;AUSLAND;f;1;731
29780;BEZIMST-606;ALT10IMST-5;AUSLAND;f;3;418
29781;BEZIMST-606;ALT10IMST-5;AUSLAND;f;2;573
29782;BEZIMST-606;ALT10IMST-5;AUSLAND;f;0;458
29783;BEZIMST-606;ALT10IMST-6;INLAND;m;1;5274
29784;BEZIMST-606;ALT10IMST-6;INLAND;m;3;2360
29785;BEZIMST-606;ALT10IMST-6;INLAND;m;2;1304
29786;BEZIMST-606;ALT10IMST-6;INLAND;m;0;1319
29787;BEZIMST-606;ALT10IMST-6;INLAND;f;1;5048
29788;BEZIMST-606;ALT10IMST-6;INLAND;f;3;2584
29789;BEZIMST-606;ALT10IMST-6;INLAND;f;2;1415
29790;BEZIMST-606;ALT10IMST-6;INLAND;f;0;1120
29791;BEZIMST-606;ALT10IMST-6;AUSLAND;m;1;701
29792;BEZIMST-606;ALT10IMST-6;AUSLAND;m;3;197
29793;BEZIMST-606;ALT10IMST-6;AUSLAND;m;2;240
29794;BEZIMST-606;ALT10IMST-6;AUSLAND;m;0;497
29795;BEZIMST-606;ALT10IMST-6;AUSLAND;f;1;757
29796;BEZIMST-606;ALT10IMST-6;AUSLAND;f;3;315
29797;BEZIMST-606;ALT10IMST-6;AUSLAND;f;2;294
29798;BEZIMST-606;ALT10IMST-6;AUSLAND;f;0;385
29799;BEZIMST-606;ALT10IMST-7;INLAND;m;1;6828
29800;BEZIMST-606;ALT10IMST-7;INLAND;m;3;2127
29801;BEZIMST-606;ALT10IMST-7;INLAND;m;2;865
29802;BEZIMST-606;ALT10IMST-7;INLAND;m;0;1270
29803;BEZIMST-606;ALT10IMST-7;INLAND;f;1;6933
29804;BEZIMST-606;ALT10IMST-7;INLAND;f;3;2202
29805;BEZIMST-606;ALT10IMST-7;INLAND;f;2;953
29806;BEZIMST-606;ALT10IMST-7;INLAND;f;0;1287
29807;BEZIMST-606;ALT10IMST-7;AUSLAND;m;1;665
29808;BEZIMST-606;ALT10IMST-7;AUSLAND;m;3;130
29809;BEZIMST-606;ALT10IMST-7;AUSLAND;m;2;149
29810;BEZIMST-606;ALT10IMST-7;AUSLAND;m;0;316
29811;BEZIMST-606;ALT10IMST-7;AUSLAND;f;1;519
29812;BEZIMST-606;ALT10IMST-7;AUSLAND;f;3;116
29813;BEZIMST-606;ALT10IMST-7;AUSLAND;f;2;119
29814;BEZIMST-606;ALT10IMST-7;AUSLAND;f;0;218
29815;BEZIMST-606;ALT10IMST-8;INLAND;m;1;5272
29816;BEZIMST-606;ALT10IMST-8;INLAND;m;3;1141
29817;BEZIMST-606;ALT10IMST-8;INLAND;m;2;242
29818;BEZIMST-606;ALT10IMST-8;INLAND;m;0;696
29819;BEZIMST-606;ALT10IMST-8;INLAND;f;1;5710
29820;BEZIMST-606;ALT10IMST-8;INLAND;f;3;1092
29821;BEZIMST-606;ALT10IMST-8;INLAND;f;2;369
29822;BEZIMST-606;ALT10IMST-8;INLAND;f;0;841
29823;BEZIMST-606;ALT10IMST-8;AUSLAND;m;1;305
29824;BEZIMST-606;ALT10IMST-8;AUSLAND;m;3;41
29825;BEZIMST-606;ALT10IMST-8;AUSLAND;m;2;23
29826;BEZIMST-606;ALT10IMST-8;AUSLAND;m;0;160
29827;BEZIMST-606;ALT10IMST-8;AUSLAND;f;1;397
29828;BEZIMST-606;ALT10IMST-8;AUSLAND;f;3;64
29829;BEZIMST-606;ALT10IMST-8;AUSLAND;f;2;30
29830;BEZIMST-606;ALT10IMST-8;AUSLAND;f;0;148
29831;BEZIMST-606;ALT10IMST-9;INLAND;m;1;3532
29832;BEZIMST-606;ALT10IMST-9;INLAND;m;3;645
29833;BEZIMST-606;ALT10IMST-9;INLAND;m;2;104
29834;BEZIMST-606;ALT10IMST-9;INLAND;m;0;323
29835;BEZIMST-606;ALT10IMST-9;INLAND;f;1;4382
29836;BEZIMST-606;ALT10IMST-9;INLAND;f;3;691
29837;BEZIMST-606;ALT10IMST-9;INLAND;f;2;140
29838;BEZIMST-606;ALT10IMST-9;INLAND;f;0;544
29839;BEZIMST-606;ALT10IMST-9;AUSLAND;m;1;338
29840;BEZIMST-606;ALT10IMST-9;AUSLAND;m;3;49
29841;BEZIMST-606;ALT10IMST-9;AUSLAND;m;2;9
29842;BEZIMST-606;ALT10IMST-9;AUSLAND;m;0;46
29843;BEZIMST-606;ALT10IMST-9;AUSLAND;f;1;380
29844;BEZIMST-606;ALT10IMST-9;AUSLAND;f;3;59
29845;BEZIMST-606;ALT10IMST-9;AUSLAND;f;2;13
29846;BEZIMST-606;ALT10IMST-9;AUSLAND;f;0;62
29847;BEZIMST-606;ALT10IMST-10;INLAND;m;1;962
29848;BEZIMST-606;ALT10IMST-10;INLAND;m;3;206
29849;BEZIMST-606;ALT10IMST-10;INLAND;m;2;30
29850;BEZIMST-606;ALT10IMST-10;INLAND;m;0;114
29851;BEZIMST-606;ALT10IMST-10;INLAND;f;1;1849
29852;BEZIMST-606;ALT10IMST-10;INLAND;f;3;374
29853;BEZIMST-606;ALT10IMST-10;INLAND;f;2;93
29854;BEZIMST-606;ALT10IMST-10;INLAND;f;0;286
29855;BEZIMST-606;ALT10IMST-10;AUSLAND;m;1;95
29856;BEZIMST-606;ALT10IMST-10;AUSLAND;m;3;21
29857;BEZIMST-606;ALT10IMST-10;AUSLAND;m;2;2
29858;BEZIMST-606;ALT10IMST-10;AUSLAND;m;0;21
29859;BEZIMST-606;ALT10IMST-10;AUSLAND;f;1;177
29860;BEZIMST-606;ALT10IMST-10;AUSLAND;f;3;39
29861;BEZIMST-606;ALT10IMST-10;AUSLAND;f;2;11
29862;BEZIMST-606;ALT10IMST-10;AUSLAND;f;0;34
30142;BEZIMST-610;ALT10IMST-1;INLAND;m;2;274
30143;BEZIMST-610;ALT10IMST-1;INLAND;m;0;1573
30144;BEZIMST-610;ALT10IMST-1;INLAND;f;2;245
30145;BEZIMST-610;ALT10IMST-1;INLAND;f;0;1432
30146;BEZIMST-610;ALT10IMST-1;AUSLAND;m;2;1
30147;BEZIMST-610;ALT10IMST-1;AUSLAND;m;0;16
30148;BEZIMST-610;ALT10IMST-1;AUSLAND;f;2;3
30149;BEZIMST-610;ALT10IMST-1;AUSLAND;f;0;12
30150;BEZIMST-610;ALT10IMST-2;INLAND;m;1;463
30151;BEZIMST-610;ALT10IMST-2;INLAND;m;3;293
30152;BEZIMST-610;ALT10IMST-2;INLAND;m;2;1652
30153;BEZIMST-610;ALT10IMST-2;INLAND;m;0;1350
30154;BEZIMST-610;ALT10IMST-2;INLAND;f;1;452
30155;BEZIMST-610;ALT10IMST-2;INLAND;f;3;301
30156;BEZIMST-610;ALT10IMST-2;INLAND;f;2;1535
30157;BEZIMST-610;ALT10IMST-2;INLAND;f;0;1324
30158;BEZIMST-610;ALT10IMST-2;AUSLAND;m;1;16
30159;BEZIMST-610;ALT10IMST-2;AUSLAND;m;3;6
30160;BEZIMST-610;ALT10IMST-2;AUSLAND;m;2;99
30161;BEZIMST-610;ALT10IMST-2;AUSLAND;m;0;111
30162;BEZIMST-610;ALT10IMST-2;AUSLAND;f;1;14
30163;BEZIMST-610;ALT10IMST-2;AUSLAND;f;3;8
30164;BEZIMST-610;ALT10IMST-2;AUSLAND;f;2;87
30165;BEZIMST-610;ALT10IMST-2;AUSLAND;f;0;90
30166;BEZIMST-610;ALT10IMST-3;INLAND;m;1;1378
30167;BEZIMST-610;ALT10IMST-3;INLAND;m;3;784
30168;BEZIMST-610;ALT10IMST-3;INLAND;m;2;935
30169;BEZIMST-610;ALT10IMST-3;INLAND;m;0;584
30170;BEZIMST-610;ALT10IMST-3;INLAND;f;1;1253
30171;BEZIMST-610;ALT10IMST-3;INLAND;f;3;900
30172;BEZIMST-610;ALT10IMST-3;INLAND;f;2;895
30173;BEZIMST-610;ALT10IMST-3;INLAND;f;0;459
30174;BEZIMST-610;ALT10IMST-3;AUSLAND;m;1;85
30175;BEZIMST-610;ALT10IMST-3;AUSLAND;m;3;31
30176;BEZIMST-610;ALT10IMST-3;AUSLAND;m;2;68
30177;BEZIMST-610;ALT10IMST-3;AUSLAND;m;0;75
30178;BEZIMST-610;ALT10IMST-3;AUSLAND;f;1;59
30179;BEZIMST-610;ALT10IMST-3;AUSLAND;f;3;33
30180;BEZIMST-610;ALT10IMST-3;AUSLAND;f;2;59
30181;BEZIMST-610;ALT10IMST-3;AUSLAND;f;0;68
30182;BEZIMST-610;ALT10IMST-4;INLAND;m;1;1772
30183;BEZIMST-610;ALT10IMST-4;INLAND;m;3;812
30184;BEZIMST-610;ALT10IMST-4;INLAND;m;2;949
30185;BEZIMST-610;ALT10IMST-4;INLAND;m;0;854
30186;BEZIMST-610;ALT10IMST-4;INLAND;f;1;1505
30187;BEZIMST-610;ALT10IMST-4;INLAND;f;3;955
30188;BEZIMST-610;ALT10IMST-4;INLAND;f;2;1124
30189;BEZIMST-610;ALT10IMST-4;INLAND;f;0;683
30190;BEZIMST-610;ALT10IMST-4;AUSLAND;m;1;181
30191;BEZIMST-610;ALT10IMST-4;AUSLAND;m;3;62
30192;BEZIMST-610;ALT10IMST-4;AUSLAND;m;2;126
30193;BEZIMST-610;ALT10IMST-4;AUSLAND;m;0;186
30194;BEZIMST-610;ALT10IMST-4;AUSLAND;f;1;182
30195;BEZIMST-610;ALT10IMST-4;AUSLAND;f;3;86
30196;BEZIMST-610;ALT10IMST-4;AUSLAND;f;2;176
30197;BEZIMST-610;ALT10IMST-4;AUSLAND;f;0;171
30198;BEZIMST-610;ALT10IMST-5;INLAND;m;1;2032
30199;BEZIMST-610;ALT10IMST-5;INLAND;m;3;994
30200;BEZIMST-610;ALT10IMST-5;INLAND;m;2;988
30201;BEZIMST-610;ALT10IMST-5;INLAND;m;0;821
30202;BEZIMST-610;ALT10IMST-5;INLAND;f;1;1859
30203;BEZIMST-610;ALT10IMST-5;INLAND;f;3;1235
30204;BEZIMST-610;ALT10IMST-5;INLAND;f;2;1104
30205;BEZIMST-610;ALT10IMST-5;INLAND;f;0;591
30206;BEZIMST-610;ALT10IMST-5;AUSLAND;m;1;245
30207;BEZIMST-610;ALT10IMST-5;AUSLAND;m;3;93
30208;BEZIMST-610;ALT10IMST-5;AUSLAND;m;2;203
30209;BEZIMST-610;ALT10IMST-5;AUSLAND;m;0;244
30210;BEZIMST-610;ALT10IMST-5;AUSLAND;f;1;297
30211;BEZIMST-610;ALT10IMST-5;AUSLAND;f;3;150
30212;BEZIMST-610;ALT10IMST-5;AUSLAND;f;2;221
30213;BEZIMST-610;ALT10IMST-5;AUSLAND;f;0;229
30214;BEZIMST-610;ALT10IMST-6;INLAND;m;1;3032
30215;BEZIMST-610;ALT10IMST-6;INLAND;m;3;1119
30216;BEZIMST-610;ALT10IMST-6;INLAND;m;2;802
30217;BEZIMST-610;ALT10IMST-6;INLAND;m;0;818
30218;BEZIMST-610;ALT10IMST-6;INLAND;f;1;2833
30219;BEZIMST-610;ALT10IMST-6;INLAND;f;3;1284
30220;BEZIMST-610;ALT10IMST-6;INLAND;f;2;842
30221;BEZIMST-610;ALT10IMST-6;INLAND;f;0;621
30222;BEZIMST-610;ALT10IMST-6;AUSLAND;m;1;282
30223;BEZIMST-610;ALT10IMST-6;AUSLAND;m;3;71
30224;BEZIMST-610;ALT10IMST-6;AUSLAND;m;2;116
30225;BEZIMST-610;ALT10IMST-6;AUSLAND;m;0;212
30226;BEZIMST-610;ALT10IMST-6;AUSLAND;f;1;341
30227;BEZIMST-610;ALT10IMST-6;AUSLAND;f;3;124
30228;BEZIMST-610;ALT10IMST-6;AUSLAND;f;2;137
30229;BEZIMST-610;ALT10IMST-6;AUSLAND;f;0;173
30230;BEZIMST-610;ALT10IMST-7;INLAND;m;1;4102
30231;BEZIMST-610;ALT10IMST-7;INLAND;m;3;1056
30232;BEZIMST-610;ALT10IMST-7;INLAND;m;2;535
30233;BEZIMST-610;ALT10IMST-7;INLAND;m;0;796
30234;BEZIMST-610;ALT10IMST-7;INLAND;f;1;3906
30235;BEZIMST-610;ALT10IMST-7;INLAND;f;3;1142
30236;BEZIMST-610;ALT10IMST-7;INLAND;f;2;609
30237;BEZIMST-610;ALT10IMST-7;INLAND;f;0;762
30238;BEZIMST-610;ALT10IMST-7;AUSLAND;m;1;249
30239;BEZIMST-610;ALT10IMST-7;AUSLAND;m;3;58
30240;BEZIMST-610;ALT10IMST-7;AUSLAND;m;2;66
30241;BEZIMST-610;ALT10IMST-7;AUSLAND;m;0;161
30242;BEZIMST-610;ALT10IMST-7;AUSLAND;f;1;277
30243;BEZIMST-610;ALT10IMST-7;AUSLAND;f;3;62
30244;BEZIMST-610;ALT10IMST-7;AUSLAND;f;2;60
30245;BEZIMST-610;ALT10IMST-7;AUSLAND;f;0;114
30246;BEZIMST-610;ALT10IMST-8;INLAND;m;1;3171
30247;BEZIMST-610;ALT10IMST-8;INLAND;m;3;618
30248;BEZIMST-610;ALT10IMST-8;INLAND;m;2;171
30249;BEZIMST-610;ALT10IMST-8;INLAND;m;0;404
30250;BEZIMST-610;ALT10IMST-8;INLAND;f;1;3265
30251;BEZIMST-610;ALT10IMST-8;INLAND;f;3;618
30252;BEZIMST-610;ALT10IMST-8;INLAND;f;2;203
30253;BEZIMST-610;ALT10IMST-8;INLAND;f;0;417
30254;BEZIMST-610;ALT10IMST-8;AUSLAND;m;1;168
30255;BEZIMST-610;ALT10IMST-8;AUSLAND;m;3;20
30256;BEZIMST-610;ALT10IMST-8;AUSLAND;m;2;10
30257;BEZIMST-610;ALT10IMST-8;AUSLAND;m;0;58
30258;BEZIMST-610;ALT10IMST-8;AUSLAND;f;1;199
30259;BEZIMST-610;ALT10IMST-8;AUSLAND;f;3;21
30260;BEZIMST-610;ALT10IMST-8;AUSLAND;f;2;25
30261;BEZIMST-610;ALT10IMST-8;AUSLAND;f;0;78
30262;BEZIMST-610;ALT10IMST-9;INLAND;m;1;1846
30263;BEZIMST-610;ALT10IMST-9;INLAND;m;3;369
30264;BEZIMST-610;ALT10IMST-9;INLAND;m;2;50
30265;BEZIMST-610;ALT10IMST-9;INLAND;m;0;168
30266;BEZIMST-610;ALT10IMST-9;INLAND;f;1;2323
30267;BEZIMST-610;ALT10IMST-9;INLAND;f;3;363
30268;BEZIMST-610;ALT10IMST-9;INLAND;f;2;76
