C-BEZIMST-0;C-ALTGRIMST-0;C-GLIMST-0;C-C11-0;C-IMST-0;F-DATA
BEZIMST-601;ALT10IMST-7;GLIMST-2;C11-1;IMST-1;2499
BEZIMST-601;ALT10IMST-7;GLIMST-2;C11-1;IMST-2;479
BEZIMST-601;ALT10IMST-7;GLIMST-2;C11-1;IMST-3;497
BEZIMST-601;ALT10IMST-7;GLIMST-2;C11-1;IMST-4;1273
BEZIMST-601;ALT10IMST-7;GLIMST-2;C11-2;IMST-1;1952
BEZIMST-601;ALT10IMST-7;GLIMST-2;C11-2;IMST-2;436
BEZIMST-601;ALT10IMST-7;GLIMST-2;C11-2;IMST-3;446
BEZIMST-601;ALT10IMST-7;GLIMST-2;C11-2;IMST-4;1029
BEZIMST-601;ALT10IMST-8;GLIMST-1;C11-1;IMST-1;6288
BEZIMST-601;ALT10IMST-8;GLIMST-1;C11-1;IMST-2;1262
BEZIMST-601;ALT10IMST-8;GLIMST-1;C11-1;IMST-3;220
BEZIMST-601;ALT10IMST-8;GLIMST-1;C11-1;IMST-4;725
BEZIMST-601;ALT10IMST-8;GLIMST-1;C11-2;IMST-1;8244
BEZIMST-601;ALT10IMST-8;GLIMST-1;C11-2;IMST-2;1455
BEZIMST-601;ALT10IMST-8;GLIMST-1;C11-2;IMST-3;364
BEZIMST-601;ALT10IMST-8;GLIMST-1;C11-2;IMST-4;1136
BEZIMST-601;ALT10IMST-8;GLIMST-2;C11-1;IMST-1;1094
BEZIMST-601;ALT10IMST-8;GLIMST-2;C11-1;IMST-2;146
BEZIMST-601;ALT10IMST-8;GLIMST-2;C11-1;IMST-3;93
BEZIMST-601;ALT10IMST-8;GLIMST-2;C11-1;IMST-4;522
BEZIMST-601;ALT10IMST-8;GLIMST-2;C11-2;IMST-1;1236
BEZIMST-601;ALT10IMST-8;GLIMST-2;C11-2;IMST-2;180
BEZIMST-601;ALT10IMST-8;GLIMST-2;C11-2;IMST-3;113
BEZIMST-601;ALT10IMST-8;GLIMST-2;C11-2;IMST-4;576
BEZIMST-601;ALT10IMST-9;GLIMST-1;C11-1;IMST-1;5381
BEZIMST-601;ALT10IMST-9;GLIMST-1;C11-1;IMST-2;1064
BEZIMST-601;ALT10IMST-9;GLIMST-1;C11-1;IMST-3;111
BEZIMST-601;ALT10IMST-9;GLIMST-1;C11-1;IMST-4;430
BEZIMST-601;ALT10IMST-9;GLIMST-1;C11-2;IMST-1;8043
BEZIMST-601;ALT10IMST-9;GLIMST-1;C11-2;IMST-2;1218
BEZIMST-601;ALT10IMST-9;GLIMST-1;C11-2;IMST-3;209
BEZIMST-601;ALT10IMST-9;GLIMST-1;C11-2;IMST-4;875
BEZIMST-601;ALT10IMST-9;GLIMST-2;C11-1;IMST-1;861
BEZIMST-601;ALT10IMST-9;GLIMST-2;C11-1;IMST-2;111
BEZIMST-601;ALT10IMST-9;GLIMST-2;C11-1;IMST-3;23
BEZIMST-601;ALT10IMST-9;GLIMST-2;C11-1;IMST-4;159
BEZIMST-601;ALT10IMST-9;GLIMST-2;C11-2;IMST-1;1194
BEZIMST-601;ALT10IMST-9;GLIMST-2;C11-2;IMST-2;171
BEZIMST-601;ALT10IMST-9;GLIMST-2;C11-2;IMST-3;36
BEZIMST-601;ALT10IMST-9;GLIMST-2;C11-2;IMST-4;234
BEZIMST-601;ALT10IMST-10;GLIMST-1;C11-1;IMST-1;1484
BEZIMST-601;ALT10IMST-10;GLIMST-1;C11-1;IMST-2;271
BEZIMST-601;ALT10IMST-10;GLIMST-1;C11-1;IMST-3;44
BEZIMST-601;ALT10IMST-10;GLIMST-1;C11-1;IMST-4;168
BEZIMST-601;ALT10IMST-10;GLIMST-1;C11-2;IMST-1;2957
BEZIMST-601;ALT10IMST-10;GLIMST-1;C11-2;IMST-2;570
BEZIMST-601;ALT10IMST-10;GLIMST-1;C11-2;IMST-3;103
BEZIMST-601;ALT10IMST-10;GLIMST-1;C11-2;IMST-4;472
BEZIMST-601;ALT10IMST-10;GLIMST-2;C11-1;IMST-1;240
BEZIMST-601;ALT10IMST-10;GLIMST-2;C11-1;IMST-2;47
BEZIMST-601;ALT10IMST-10;GLIMST-2;C11-1;IMST-3;5
BEZIMST-601;ALT10IMST-10;GLIMST-2;C11-1;IMST-4;31
BEZIMST-601;ALT10IMST-10;GLIMST-2;C11-2;IMST-1;470
BEZIMST-601;ALT10IMST-10;GLIMST-2;C11-2;IMST-2;77
BEZIMST-601;ALT10IMST-10;GLIMST-2;C11-2;IMST-3;10
BEZIMST-601;ALT10IMST-10;GLIMST-2;C11-2;IMST-4;95
BEZIMST-603;ALTGRIMST-1;GLIMST-1;C11-1;IMST-1;1
BEZIMST-603;ALTGRIMST-1;GLIMST-1;C11-1;IMST-3;164
BEZIMST-603;ALTGRIMST-1;GLIMST-1;C11-1;IMST-4;979
BEZIMST-603;ALTGRIMST-1;GLIMST-1;C11-2;IMST-3;155
BEZIMST-603;ALTGRIMST-1;GLIMST-1;C11-2;IMST-4;939
BEZIMST-603;ALTGRIMST-1;GLIMST-2;C11-1;IMST-3;1
BEZIMST-603;ALTGRIMST-1;GLIMST-2;C11-1;IMST-4;8
BEZIMST-603;ALTGRIMST-1;GLIMST-2;C11-2;IMST-3;1
BEZIMST-603;ALTGRIMST-1;GLIMST-2;C11-2;IMST-4;9
BEZIMST-603;ALTGRIMST-2;GLIMST-1;C11-1;IMST-1;97
BEZIMST-603;ALTGRIMST-2;GLIMST-1;C11-1;IMST-2;75
BEZIMST-603;ALTGRIMST-2;GLIMST-1;C11-1;IMST-3;558
BEZIMST-603;ALTGRIMST-2;GLIMST-1;C11-1;IMST-4;621
BEZIMST-603;ALTGRIMST-2;GLIMST-1;C11-2;IMST-1;101
BEZIMST-603;ALTGRIMST-2;GLIMST-1;C11-2;IMST-2;80
BEZIMST-603;ALTGRIMST-2;GLIMST-1;C11-2;IMST-3;483
BEZIMST-603;ALTGRIMST-2;GLIMST-1;C11-2;IMST-4;575
BEZIMST-603;ALTGRIMST-2;GLIMST-2;C11-1;IMST-1;1
BEZIMST-603;ALTGRIMST-2;GLIMST-2;C11-1;IMST-2;2
BEZIMST-603;ALTGRIMST-2;GLIMST-2;C11-1;IMST-3;17
BEZIMST-603;ALTGRIMST-2;GLIMST-2;C11-1;IMST-4;11
BEZIMST-603;ALTGRIMST-2;GLIMST-2;C11-2;IMST-1;5
BEZIMST-603;ALTGRIMST-2;GLIMST-2;C11-2;IMST-2;1
BEZIMST-603;ALTGRIMST-2;GLIMST-2;C11-2;IMST-3;10
BEZIMST-603;ALTGRIMST-2;GLIMST-2;C11-2;IMST-4;23
BEZIMST-603;ALTGRIMST-3;GLIMST-1;C11-1;IMST-1;182
BEZIMST-603;ALTGRIMST-3;GLIMST-1;C11-1;IMST-2;179
BEZIMST-603;ALTGRIMST-3;GLIMST-1;C11-1;IMST-3;569
BEZIMST-603;ALTGRIMST-3;GLIMST-1;C11-1;IMST-4;357
BEZIMST-603;ALTGRIMST-3;GLIMST-1;C11-2;IMST-1;182
BEZIMST-603;ALTGRIMST-3;GLIMST-1;C11-2;IMST-2;168
BEZIMST-603;ALTGRIMST-3;GLIMST-1;C11-2;IMST-3;580
BEZIMST-603;ALTGRIMST-3;GLIMST-1;C11-2;IMST-4;343
BEZIMST-603;ALTGRIMST-3;GLIMST-2;C11-1;IMST-1;13
BEZIMST-603;ALTGRIMST-3;GLIMST-2;C11-1;IMST-2;4
BEZIMST-603;ALTGRIMST-3;GLIMST-2;C11-1;IMST-3;36
BEZIMST-603;ALTGRIMST-3;GLIMST-2;C11-1;IMST-4;36
BEZIMST-603;ALTGRIMST-3;GLIMST-2;C11-2;IMST-1;8
BEZIMST-603;ALTGRIMST-3;GLIMST-2;C11-2;IMST-2;7
BEZIMST-603;ALTGRIMST-3;GLIMST-2;C11-2;IMST-3;24
BEZIMST-603;ALTGRIMST-3;GLIMST-2;C11-2;IMST-4;25
BEZIMST-603;ALTGRIMST-4;GLIMST-1;C11-1;IMST-1;419
BEZIMST-603;ALTGRIMST-4;GLIMST-1;C11-1;IMST-2;293
BEZIMST-603;ALTGRIMST-4;GLIMST-1;C11-1;IMST-3;390
BEZIMST-603;ALTGRIMST-4;GLIMST-1;C11-1;IMST-4;251
BEZIMST-603;ALTGRIMST-4;GLIMST-1;C11-2;IMST-1;431
BEZIMST-603;ALTGRIMST-4;GLIMST-1;C11-2;IMST-2;348
BEZIMST-603;ALTGRIMST-4;GLIMST-1;C11-2;IMST-3;399
BEZIMST-603;ALTGRIMST-4;GLIMST-1;C11-2;IMST-4;166
BEZIMST-603;ALTGRIMST-4;GLIMST-2;C11-1;IMST-1;20
BEZIMST-603;ALTGRIMST-4;GLIMST-2;C11-1;IMST-2;8
BEZIMST-603;ALTGRIMST-4;GLIMST-2;C11-1;IMST-3;13
BEZIMST-603;ALTGRIMST-4;GLIMST-2;C11-1;IMST-4;28
BEZIMST-603;ALTGRIMST-4;GLIMST-2;C11-2;IMST-1;19
BEZIMST-603;ALTGRIMST-4;GLIMST-2;C11-2;IMST-2;8
BEZIMST-603;ALTGRIMST-4;GLIMST-2;C11-2;IMST-3;20
BEZIMST-603;ALTGRIMST-4;GLIMST-2;C11-2;IMST-4;15
BEZIMST-603;ALTGRIMST-5;GLIMST-1;C11-1;IMST-1;521
BEZIMST-603;ALTGRIMST-5;GLIMST-1;C11-1;IMST-2;245
BEZIMST-603;ALTGRIMST-5;GLIMST-1;C11-1;IMST-3;301
BEZIMST-603;ALTGRIMST-5;GLIMST-1;C11-1;IMST-4;243
BEZIMST-603;ALTGRIMST-5;GLIMST-1;C11-2;IMST-1;433
BEZIMST-603;ALTGRIMST-5;GLIMST-1;C11-2;IMST-2;313
BEZIMST-603;ALTGRIMST-5;GLIMST-1;C11-2;IMST-3;261
BEZIMST-603;ALTGRIMST-5;GLIMST-1;C11-2;IMST-4;144
BEZIMST-603;ALTGRIMST-5;GLIMST-2;C11-1;IMST-1;30
BEZIMST-603;ALTGRIMST-5;GLIMST-2;C11-1;IMST-2;9
BEZIMST-603;ALTGRIMST-5;GLIMST-2;C11-1;IMST-3;12
BEZIMST-603;ALTGRIMST-5;GLIMST-2;C11-1;IMST-4;21
BEZIMST-603;ALTGRIMST-5;GLIMST-2;C11-2;IMST-1;26
BEZIMST-603;ALTGRIMST-5;GLIMST-2;C11-2;IMST-2;8
BEZIMST-603;ALTGRIMST-5;GLIMST-2;C11-2;IMST-3;10
BEZIMST-603;ALTGRIMST-5;GLIMST-2;C11-2;IMST-4;14
BEZIMST-603;ALTGRIMST-6;GLIMST-1;C11-1;IMST-1;545
BEZIMST-603;ALTGRIMST-6;GLIMST-1;C11-1;IMST-2;236
BEZIMST-603;ALTGRIMST-6;GLIMST-1;C11-1;IMST-3;383
BEZIMST-603;ALTGRIMST-6;GLIMST-1;C11-1;IMST-4;333
BEZIMST-603;ALTGRIMST-6;GLIMST-1;C11-2;IMST-1;426
BEZIMST-603;ALTGRIMST-6;GLIMST-1;C11-2;IMST-2;297
BEZIMST-603;ALTGRIMST-6;GLIMST-1;C11-2;IMST-3;405
BEZIMST-603;ALTGRIMST-6;GLIMST-1;C11-2;IMST-4;245
BEZIMST-603;ALTGRIMST-6;GLIMST-2;C11-1;IMST-1;34
BEZIMST-603;ALTGRIMST-6;GLIMST-2;C11-1;IMST-2;9
BEZIMST-603;ALTGRIMST-6;GLIMST-2;C11-1;IMST-3;15
BEZIMST-603;ALTGRIMST-6;GLIMST-2;C11-1;IMST-4;22
BEZIMST-603;ALTGRIMST-6;GLIMST-2;C11-2;IMST-1;36
BEZIMST-603;ALTGRIMST-6;GLIMST-2;C11-2;IMST-2;13
BEZIMST-603;ALTGRIMST-6;GLIMST-2;C11-2;IMST-3;22
BEZIMST-603;ALTGRIMST-6;GLIMST-2;C11-2;IMST-4;24
BEZIMST-603;ALTGRIMST-7;GLIMST-1;C11-1;IMST-1;604
BEZIMST-603;ALTGRIMST-7;GLIMST-1;C11-1;IMST-2;281
BEZIMST-603;ALTGRIMST-7;GLIMST-1;C11-1;IMST-3;380
BEZIMST-603;ALTGRIMST-7;GLIMST-1;C11-1;IMST-4;342
BEZIMST-603;ALTGRIMST-7;GLIMST-1;C11-2;IMST-1;480
BEZIMST-603;ALTGRIMST-7;GLIMST-1;C11-2;IMST-2;324
BEZIMST-603;ALTGRIMST-7;GLIMST-1;C11-2;IMST-3;416
BEZIMST-603;ALTGRIMST-7;GLIMST-1;C11-2;IMST-4;251
BEZIMST-603;ALTGRIMST-7;GLIMST-2;C11-1;IMST-1;40
BEZIMST-603;ALTGRIMST-7;GLIMST-2;C11-1;IMST-2;19
BEZIMST-603;ALTGRIMST-7;GLIMST-2;C11-1;IMST-3;39
BEZIMST-603;ALTGRIMST-7;GLIMST-2;C11-1;IMST-4;39
BEZIMST-603;ALTGRIMST-7;GLIMST-2;C11-2;IMST-1;64
BEZIMST-603;ALTGRIMST-7;GLIMST-2;C11-2;IMST-2;30
BEZIMST-603;ALTGRIMST-7;GLIMST-2;C11-2;IMST-3;24
BEZIMST-603;ALTGRIMST-7;GLIMST-2;C11-2;IMST-4;42
BEZIMST-603;ALTGRIMST-8;GLIMST-1;C11-1;IMST-1;603
BEZIMST-603;ALTGRIMST-8;GLIMST-1;C11-1;IMST-2;322
BEZIMST-603;ALTGRIMST-8;GLIMST-1;C11-1;IMST-3;381
BEZIMST-603;ALTGRIMST-8;GLIMST-1;C11-1;IMST-4;327
BEZIMST-603;ALTGRIMST-8;GLIMST-1;C11-2;IMST-1;503
BEZIMST-603;ALTGRIMST-8;GLIMST-1;C11-2;IMST-2;383
BEZIMST-603;ALTGRIMST-8;GLIMST-1;C11-2;IMST-3;431
BEZIMST-603;ALTGRIMST-8;GLIMST-1;C11-2;IMST-4;240
BEZIMST-603;ALTGRIMST-8;GLIMST-2;C11-1;IMST-1;65
BEZIMST-603;ALTGRIMST-8;GLIMST-2;C11-1;IMST-2;29
BEZIMST-603;ALTGRIMST-8;GLIMST-2;C11-1;IMST-3;31
BEZIMST-603;ALTGRIMST-8;GLIMST-2;C11-1;IMST-4;48
BEZIMST-603;ALTGRIMST-8;GLIMST-2;C11-2;IMST-1;76
BEZIMST-603;ALTGRIMST-8;GLIMST-2;C11-2;IMST-2;33
BEZIMST-603;ALTGRIMST-8;GLIMST-2;C11-2;IMST-3;51
BEZIMST-603;ALTGRIMST-8;GLIMST-2;C11-2;IMST-4;52
BEZIMST-603;ALTGRIMST-9;GLIMST-1;C11-1;IMST-1;697
BEZIMST-603;ALTGRIMST-9;GLIMST-1;C11-1;IMST-2;344
BEZIMST-603;ALTGRIMST-9;GLIMST-1;C11-1;IMST-3;368
BEZIMST-603;ALTGRIMST-9;GLIMST-1;C11-1;IMST-4;319
BEZIMST-603;ALTGRIMST-9;GLIMST-1;C11-2;IMST-1;638
BEZIMST-603;ALTGRIMST-9;GLIMST-1;C11-2;IMST-2;468
BEZIMST-603;ALTGRIMST-9;GLIMST-1;C11-2;IMST-3;394
BEZIMST-603;ALTGRIMST-9;GLIMST-1;C11-2;IMST-4;230
BEZIMST-603;ALTGRIMST-9;GLIMST-2;C11-1;IMST-1;77
BEZIMST-603;ALTGRIMST-9;GLIMST-2;C11-1;IMST-2;27
BEZIMST-603;ALTGRIMST-9;GLIMST-2;C11-1;IMST-3;26
BEZIMST-603;ALTGRIMST-9;GLIMST-2;C11-1;IMST-4;55
BEZIMST-603;ALTGRIMST-9;GLIMST-2;C11-2;IMST-1;89
BEZIMST-603;ALTGRIMST-9;GLIMST-2;C11-2;IMST-2;45
BEZIMST-603;ALTGRIMST-9;GLIMST-2;C11-2;IMST-3;41
BEZIMST-603;ALTGRIMST-9;GLIMST-2;C11-2;IMST-4;43
BEZIMST-603;ALTGRIMST-10;GLIMST-1;C11-1;IMST-1;899
BEZIMST-603;ALTGRIMST-10;GLIMST-1;C11-1;IMST-2;385
BEZIMST-603;ALTGRIMST-10;GLIMST-1;C11-1;IMST-3;332
BEZIMST-603;ALTGRIMST-10;GLIMST-1;C11-1;IMST-4;302
BEZIMST-603;ALTGRIMST-10;GLIMST-1;C11-2;IMST-1;804
BEZIMST-603;ALTGRIMST-10;GLIMST-1;C11-2;IMST-2;397
BEZIMST-603;ALTGRIMST-10;GLIMST-1;C11-2;IMST-3;321
BEZIMST-603;ALTGRIMST-10;GLIMST-1;C11-2;IMST-4;250
BEZIMST-603;ALTGRIMST-10;GLIMST-2;C11-1;IMST-1;73
BEZIMST-603;ALTGRIMST-10;GLIMST-2;C11-1;IMST-2;23
BEZIMST-603;ALTGRIMST-10;GLIMST-2;C11-1;IMST-3;30
BEZIMST-603;ALTGRIMST-10;GLIMST-2;C11-1;IMST-4;50
BEZIMST-603;ALTGRIMST-10;GLIMST-2;C11-2;IMST-1;102
BEZIMST-603;ALTGRIMST-10;GLIMST-2;C11-2;IMST-2;47
BEZIMST-603;ALTGRIMST-10;GLIMST-2;C11-2;IMST-3;46
BEZIMST-603;ALTGRIMST-10;GLIMST-2;C11-2;IMST-4;56
BEZIMST-603;ALTGRIMST-11;GLIMST-1;C11-1;IMST-1;1239
BEZIMST-603;ALTGRIMST-11;GLIMST-1;C11-1;IMST-2;402
BEZIMST-603;ALTGRIMST-11;GLIMST-1;C11-1;IMST-3;339
BEZIMST-603;ALTGRIMST-11;GLIMST-1;C11-1;IMST-4;350
BEZIMST-603;ALTGRIMST-11;GLIMST-1;C11-2;IMST-1;1126
BEZIMST-603;ALTGRIMST-11;GLIMST-1;C11-2;IMST-2;494
BEZIMST-603;ALTGRIMST-11;GLIMST-1;C11-2;IMST-3;335
BEZIMST-603;ALTGRIMST-11;GLIMST-1;C11-2;IMST-4;317
BEZIMST-603;ALTGRIMST-11;GLIMST-2;C11-1;IMST-1;80
BEZIMST-603;ALTGRIMST-11;GLIMST-2;C11-1;IMST-2;24
BEZIMST-603;ALTGRIMST-11;GLIMST-2;C11-1;IMST-3;21
BEZIMST-603;ALTGRIMST-11;GLIMST-2;C11-1;IMST-4;38
BEZIMST-603;ALTGRIMST-11;GLIMST-2;C11-2;IMST-1;96
BEZIMST-603;ALTGRIMST-11;GLIMST-2;C11-2;IMST-2;32
BEZIMST-603;ALTGRIMST-11;GLIMST-2;C11-2;IMST-3;21
BEZIMST-603;ALTGRIMST-11;GLIMST-2;C11-2;IMST-4;40
BEZIMST-603;ALTGRIMST-12;GLIMST-1;C11-1;IMST-1;1392
BEZIMST-603;ALTGRIMST-12;GLIMST-1;C11-1;IMST-2;405
BEZIMST-603;ALTGRIMST-12;GLIMST-1;C11-1;IMST-3;307
BEZIMST-603;ALTGRIMST-12;GLIMST-1;C11-1;IMST-4;406
BEZIMST-603;ALTGRIMST-12;GLIMST-1;C11-2;IMST-1;1399
BEZIMST-603;ALTGRIMST-12;GLIMST-1;C11-2;IMST-2;482
BEZIMST-603;ALTGRIMST-12;GLIMST-1;C11-2;IMST-3;336
BEZIMST-603;ALTGRIMST-12;GLIMST-1;C11-2;IMST-4;360
BEZIMST-603;ALTGRIMST-12;GLIMST-2;C11-1;IMST-1;81
BEZIMST-603;ALTGRIMST-12;GLIMST-2;C11-1;IMST-2;18
BEZIMST-603;ALTGRIMST-12;GLIMST-2;C11-1;IMST-3;17
BEZIMST-603;ALTGRIMST-12;GLIMST-2;C11-1;IMST-4;40
BEZIMST-603;ALTGRIMST-12;GLIMST-2;C11-2;IMST-1;88
BEZIMST-603;ALTGRIMST-12;GLIMST-2;C11-2;IMST-2;23
BEZIMST-603;ALTGRIMST-12;GLIMST-2;C11-2;IMST-3;20
BEZIMST-603;ALTGRIMST-12;GLIMST-2;C11-2;IMST-4;35
BEZIMST-603;ALTGRIMST-13;GLIMST-1;C11-1;IMST-1;1544
BEZIMST-603;ALTGRIMST-13;GLIMST-1;C11-1;IMST-2;357
BEZIMST-603;ALTGRIMST-13;GLIMST-1;C11-1;IMST-3;178
BEZIMST-603;ALTGRIMST-13;GLIMST-1;C11-1;IMST-4;301
BEZIMST-603;ALTGRIMST-13;GLIMST-1;C11-2;IMST-1;1493
BEZIMST-603;ALTGRIMST-13;GLIMST-1;C11-2;IMST-2;340
BEZIMST-603;ALTGRIMST-13;GLIMST-1;C11-2;IMST-3;188
BEZIMST-603;ALTGRIMST-13;GLIMST-1;C11-2;IMST-4;300
BEZIMST-603;ALTGRIMST-13;GLIMST-2;C11-1;IMST-1;66
BEZIMST-603;ALTGRIMST-13;GLIMST-2;C11-1;IMST-2;12
BEZIMST-603;ALTGRIMST-13;GLIMST-2;C11-1;IMST-3;5
BEZIMST-603;ALTGRIMST-13;GLIMST-2;C11-1;IMST-4;24
BEZIMST-603;ALTGRIMST-13;GLIMST-2;C11-2;IMST-1;60
BEZIMST-603;ALTGRIMST-13;GLIMST-2;C11-2;IMST-2;14
BEZIMST-603;ALTGRIMST-13;GLIMST-2;C11-2;IMST-3;7
BEZIMST-603;ALTGRIMST-13;GLIMST-2;C11-2;IMST-4;16
BEZIMST-603;ALTGRIMST-14;GLIMST-1;C11-1;IMST-1;1282
BEZIMST-603;ALTGRIMST-14;GLIMST-1;C11-1;IMST-2;258
BEZIMST-603;ALTGRIMST-14;GLIMST-1;C11-1;IMST-3;99
BEZIMST-603;ALTGRIMST-14;GLIMST-1;C11-1;IMST-4;210
BEZIMST-603;ALTGRIMST-14;GLIMST-1;C11-2;IMST-1;1299
BEZIMST-603;ALTGRIMST-14;GLIMST-1;C11-2;IMST-2;259
BEZIMST-603;ALTGRIMST-14;GLIMST-1;C11-2;IMST-3;108
BEZIMST-603;ALTGRIMST-14;GLIMST-1;C11-2;IMST-4;208
BEZIMST-603;ALTGRIMST-14;GLIMST-2;C11-1;IMST-1;48
BEZIMST-603;ALTGRIMST-14;GLIMST-2;C11-1;IMST-2;7
BEZIMST-603;ALTGRIMST-14;GLIMST-2;C11-1;IMST-3;5
BEZIMST-603;ALTGRIMST-14;GLIMST-2;C11-1;IMST-4;9
BEZIMST-603;ALTGRIMST-14;GLIMST-2;C11-2;IMST-1;59
BEZIMST-603;ALTGRIMST-14;GLIMST-2;C11-2;IMST-2;9
BEZIMST-603;ALTGRIMST-14;GLIMST-2;C11-2;IMST-3;5
BEZIMST-603;ALTGRIMST-14;GLIMST-2;C11-2;IMST-4;21
BEZIMST-603;ALTGRIMST-15;GLIMST-1;C11-1;IMST-1;1098
BEZIMST-603;ALTGRIMST-15;GLIMST-1;C11-1;IMST-2;217
BEZIMST-603;ALTGRIMST-15;GLIMST-1;C11-1;IMST-3;61
BEZIMST-603;ALTGRIMST-15;GLIMST-1;C11-1;IMST-4;158
BEZIMST-603;ALTGRIMST-15;GLIMST-1;C11-2;IMST-1;1231
BEZIMST-603;ALTGRIMST-15;GLIMST-1;C11-2;IMST-2;189
BEZIMST-603;ALTGRIMST-15;GLIMST-1;C11-2;IMST-3;60
BEZIMST-603;ALTGRIMST-15;GLIMST-1;C11-2;IMST-4;180
BEZIMST-603;ALTGRIMST-15;GLIMST-2;C11-1;IMST-1;36
BEZIMST-603;ALTGRIMST-15;GLIMST-2;C11-1;IMST-2;6
BEZIMST-603;ALTGRIMST-15;GLIMST-2;C11-1;IMST-3;1
BEZIMST-603;ALTGRIMST-15;GLIMST-2;C11-1;IMST-4;8
BEZIMST-603;ALTGRIMST-15;GLIMST-2;C11-2;IMST-1;57
BEZIMST-603;ALTGRIMST-15;GLIMST-2;C11-2;IMST-2;4
BEZIMST-603;ALTGRIMST-15;GLIMST-2;C11-2;IMST-3;4
BEZIMST-603;ALTGRIMST-15;GLIMST-2;C11-2;IMST-4;12
BEZIMST-603;ALTGRIMST-16;GLIMST-1;C11-1;IMST-1;826
BEZIMST-603;ALTGRIMST-16;GLIMST-1;C11-1;IMST-2;117
BEZIMST-603;ALTGRIMST-16;GLIMST-1;C11-1;IMST-3;22
BEZIMST-603;ALTGRIMST-16;GLIMST-1;C11-1;IMST-4;83
BEZIMST-603;ALTGRIMST-16;GLIMST-1;C11-2;IMST-1;924
BEZIMST-603;ALTGRIMST-16;GLIMST-1;C11-2;IMST-2;139
BEZIMST-603;ALTGRIMST-16;GLIMST-1;C11-2;IMST-3;28
BEZIMST-603;ALTGRIMST-16;GLIMST-1;C11-2;IMST-4;135
BEZIMST-603;ALTGRIMST-16;GLIMST-2;C11-1;IMST-1;44
BEZIMST-603;ALTGRIMST-16;GLIMST-2;C11-1;IMST-2;8
BEZIMST-603;ALTGRIMST-16;GLIMST-2;C11-1;IMST-3;2
BEZIMST-603;ALTGRIMST-16;GLIMST-2;C11-1;IMST-4;9
BEZIMST-603;ALTGRIMST-16;GLIMST-2;C11-2;IMST-1;71
BEZIMST-603;ALTGRIMST-16;GLIMST-2;C11-2;IMST-2;14
BEZIMST-603;ALTGRIMST-16;GLIMST-2;C11-2;IMST-3;7
BEZIMST-603;ALTGRIMST-16;GLIMST-2;C11-2;IMST-4;10
BEZIMST-603;ALTGRIMST-17;GLIMST-1;C11-1;IMST-1;717
BEZIMST-603;ALTGRIMST-17;GLIMST-1;C11-1;IMST-2;123
BEZIMST-603;ALTGRIMST-17;GLIMST-1;C11-1;IMST-3;26
BEZIMST-603;ALTGRIMST-17;GLIMST-1;C11-1;IMST-4;64
BEZIMST-603;ALTGRIMST-17;GLIMST-1;C11-2;IMST-1;941
BEZIMST-603;ALTGRIMST-17;GLIMST-1;C11-2;IMST-2;150
BEZIMST-603;ALTGRIMST-17;GLIMST-1;C11-2;IMST-3;44
BEZIMST-603;ALTGRIMST-17;GLIMST-1;C11-2;IMST-4;114
BEZIMST-603;ALTGRIMST-17;GLIMST-2;C11-1;IMST-1;42
BEZIMST-603;ALTGRIMST-17;GLIMST-2;C11-1;IMST-2;5
BEZIMST-603;ALTGRIMST-17;GLIMST-2;C11-1;IMST-3;2
BEZIMST-603;ALTGRIMST-17;GLIMST-2;C11-1;IMST-4;4
BEZIMST-603;ALTGRIMST-17;GLIMST-2;C11-2;IMST-1;64
BEZIMST-603;ALTGRIMST-17;GLIMST-2;C11-2;IMST-2;5
BEZIMST-603;ALTGRIMST-17;GLIMST-2;C11-2;IMST-3;1
BEZIMST-603;ALTGRIMST-17;GLIMST-2;C11-2;IMST-4;6
BEZIMST-603;ALTGRIMST-18;GLIMST-1;C11-1;IMST-1;441
BEZIMST-603;ALTGRIMST-18;GLIMST-1;C11-1;IMST-2;93
BEZIMST-603;ALTGRIMST-18;GLIMST-1;C11-1;IMST-3;7
BEZIMST-603;ALTGRIMST-18;GLIMST-1;C11-1;IMST-4;53
BEZIMST-603;ALTGRIMST-18;GLIMST-1;C11-2;IMST-1;866
BEZIMST-603;ALTGRIMST-18;GLIMST-1;C11-2;IMST-2;165
BEZIMST-603;ALTGRIMST-18;GLIMST-1;C11-2;IMST-3;49
BEZIMST-603;ALTGRIMST-18;GLIMST-1;C11-2;IMST-4;151
BEZIMST-603;ALTGRIMST-18;GLIMST-2;C11-1;IMST-1;32
BEZIMST-603;ALTGRIMST-18;GLIMST-2;C11-1;IMST-2;7
BEZIMST-603;ALTGRIMST-18;GLIMST-2;C11-1;IMST-4;2
BEZIMST-603;ALTGRIMST-18;GLIMST-2;C11-2;IMST-1;42
BEZIMST-603;ALTGRIMST-18;GLIMST-2;C11-2;IMST-2;8
BEZIMST-603;ALTGRIMST-18;GLIMST-2;C11-2;IMST-3;3
BEZIMST-603;ALTGRIMST-18;GLIMST-2;C11-2;IMST-4;6
BEZIMST-603;ALT10IMST-1;GLIMST-1;C11-1;IMST-1;1
BEZIMST-603;ALT10IMST-1;GLIMST-1;C11-1;IMST-3;164
BEZIMST-603;ALT10IMST-1;GLIMST-1;C11-1;IMST-4;979
BEZIMST-603;ALT10IMST-1;GLIMST-1;C11-2;IMST-3;155
